task_id	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
76	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
77	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
78	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	extra_trees	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_extra_trees_dynamic_token_gate.json	event_return_3d	next_day_return
79	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	hist_gradient_boosting	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_hist_gradient_boosting_dynamic_token_gate.json	event_return_3d	next_day_return
80	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	xgboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_xgboost_dynamic_token_gate.json	event_return_3d	next_day_return
81	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	lightgbm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_lightgbm_dynamic_token_gate.json	event_return_3d	next_day_return
82	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	catboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_catboost_dynamic_token_gate.json	event_return_3d	next_day_return
83	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	long	prompt_tokens_flat	knn	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_long_prompt_tokens_flat_knn_dynamic_token_gate.json	event_return_3d	next_day_return
84	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	logistic	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_logistic_dynamic_token_gate.json	event_return_3d	next_day_return
85	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	linear_svm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_linear_svm_dynamic_token_gate.json	event_return_3d	next_day_return
86	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	sgd	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_sgd_dynamic_token_gate.json	event_return_3d	next_day_return
87	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
88	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
89	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
90	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	extra_trees	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_extra_trees_dynamic_token_gate.json	event_return_3d	next_day_return
91	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	hist_gradient_boosting	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_hist_gradient_boosting_dynamic_token_gate.json	event_return_3d	next_day_return
92	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	xgboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_xgboost_dynamic_token_gate.json	event_return_3d	next_day_return
93	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	lightgbm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_lightgbm_dynamic_token_gate.json	event_return_3d	next_day_return
94	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	catboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_catboost_dynamic_token_gate.json	event_return_3d	next_day_return
95	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	bge_m3	masked_long	prompt_tokens_flat	knn	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/bge_m3_masked_long_prompt_tokens_flat_knn_dynamic_token_gate.json	event_return_3d	next_day_return
96	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	logistic	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_logistic_dynamic_token_gate.json	event_return_3d	next_day_return
97	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	linear_svm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_linear_svm_dynamic_token_gate.json	event_return_3d	next_day_return
98	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	sgd	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_sgd_dynamic_token_gate.json	event_return_3d	next_day_return
99	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
100	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
101	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
102	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	extra_trees	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_extra_trees_dynamic_token_gate.json	event_return_3d	next_day_return
103	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	hist_gradient_boosting	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_hist_gradient_boosting_dynamic_token_gate.json	event_return_3d	next_day_return
104	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	xgboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_xgboost_dynamic_token_gate.json	event_return_3d	next_day_return
105	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	lightgbm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_lightgbm_dynamic_token_gate.json	event_return_3d	next_day_return
106	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	catboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_catboost_dynamic_token_gate.json	event_return_3d	next_day_return
107	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	short	prompt_tokens_flat	knn	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_short_prompt_tokens_flat_knn_dynamic_token_gate.json	event_return_3d	next_day_return
108	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	logistic	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_logistic_dynamic_token_gate.json	event_return_3d	next_day_return
109	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	linear_svm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_linear_svm_dynamic_token_gate.json	event_return_3d	next_day_return
110	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	sgd	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_sgd_dynamic_token_gate.json	event_return_3d	next_day_return
111	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
112	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
113	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
114	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	extra_trees	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_extra_trees_dynamic_token_gate.json	event_return_3d	next_day_return
115	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	hist_gradient_boosting	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_hist_gradient_boosting_dynamic_token_gate.json	event_return_3d	next_day_return
116	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	xgboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_xgboost_dynamic_token_gate.json	event_return_3d	next_day_return
117	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	lightgbm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_lightgbm_dynamic_token_gate.json	event_return_3d	next_day_return
118	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	catboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_catboost_dynamic_token_gate.json	event_return_3d	next_day_return
119	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_short	prompt_tokens_flat	knn	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_short_prompt_tokens_flat_knn_dynamic_token_gate.json	event_return_3d	next_day_return
120	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	logistic	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_logistic_dynamic_token_gate.json	event_return_3d	next_day_return
121	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	linear_svm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_linear_svm_dynamic_token_gate.json	event_return_3d	next_day_return
122	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	sgd	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_sgd_dynamic_token_gate.json	event_return_3d	next_day_return
123	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
124	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
125	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
126	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	extra_trees	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_extra_trees_dynamic_token_gate.json	event_return_3d	next_day_return
127	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	hist_gradient_boosting	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_hist_gradient_boosting_dynamic_token_gate.json	event_return_3d	next_day_return
128	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	xgboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_xgboost_dynamic_token_gate.json	event_return_3d	next_day_return
129	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	lightgbm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_lightgbm_dynamic_token_gate.json	event_return_3d	next_day_return
130	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	catboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_catboost_dynamic_token_gate.json	event_return_3d	next_day_return
131	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	long	prompt_tokens_flat	knn	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_long_prompt_tokens_flat_knn_dynamic_token_gate.json	event_return_3d	next_day_return
132	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	logistic	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_logistic_dynamic_token_gate.json	event_return_3d	next_day_return
133	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	linear_svm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_linear_svm_dynamic_token_gate.json	event_return_3d	next_day_return
134	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	sgd	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_sgd_dynamic_token_gate.json	event_return_3d	next_day_return
135	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
136	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
137	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
138	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	extra_trees	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_extra_trees_dynamic_token_gate.json	event_return_3d	next_day_return
139	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	hist_gradient_boosting	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_hist_gradient_boosting_dynamic_token_gate.json	event_return_3d	next_day_return
140	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	xgboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_xgboost_dynamic_token_gate.json	event_return_3d	next_day_return
141	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	lightgbm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_lightgbm_dynamic_token_gate.json	event_return_3d	next_day_return
142	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	catboost	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_catboost_dynamic_token_gate.json	event_return_3d	next_day_return
143	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	ckip_bert	masked_long	prompt_tokens_flat	knn	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/ckip_bert_masked_long_prompt_tokens_flat_knn_dynamic_token_gate.json	event_return_3d	next_day_return
144	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	logistic	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/xlm_roberta_large_short_prompt_tokens_flat_logistic_dynamic_token_gate.json	event_return_3d	next_day_return
145	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	linear_svm	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/xlm_roberta_large_short_prompt_tokens_flat_linear_svm_dynamic_token_gate.json	event_return_3d	next_day_return
146	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	sgd	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/xlm_roberta_large_short_prompt_tokens_flat_sgd_dynamic_token_gate.json	event_return_3d	next_day_return
147	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/xlm_roberta_large_short_prompt_tokens_flat_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
148	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	simple_mlp	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/xlm_roberta_large_short_prompt_tokens_flat_simple_mlp_dynamic_token_gate.json	event_return_3d	next_day_return
149	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	short	prompt_tokens_flat	random_forest	dynamic_token_gate	0	/mnt/lustre3/home/gaozh/news_content_quality_20260812/cninfo_method_v1/prompt_token_dynamic_classification/xlm_roberta_large_short_prompt_tokens_flat_random_forest_dynamic_token_gate.json	event_return_3d	next_day_return
