task_id	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
297	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	short	full_max	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_short_full_max_sgd_none_0.json	event_return_3d	event_return_3d
298	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	short	full_max	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_short_full_max_simple_mlp_none_0.json	event_return_3d	event_return_3d
299	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	short	full_max	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_short_full_max_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
300	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
301	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
302	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
303	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
304	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
305	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	title_body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_title_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
306	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	title_body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_title_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
307	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	title_body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_title_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
308	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	title_body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_title_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
309	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	title_body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
310	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_mean_logistic_none_0.json	event_return_3d	event_return_3d
311	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
312	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_mean_sgd_none_0.json	event_return_3d	event_return_3d
313	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
314	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
315	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	cls	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_cls_logistic_none_0.json	event_return_3d	event_return_3d
316	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	cls	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_cls_linear_svm_none_0.json	event_return_3d	event_return_3d
317	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	cls	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_cls_sgd_none_0.json	event_return_3d	event_return_3d
318	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	cls	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_cls_simple_mlp_none_0.json	event_return_3d	event_return_3d
319	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	cls	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_cls_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
320	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_max	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_max_logistic_none_0.json	event_return_3d	event_return_3d
321	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_max	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_max_linear_svm_none_0.json	event_return_3d	event_return_3d
322	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_max	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_max_sgd_none_0.json	event_return_3d	event_return_3d
323	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_max	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_max_simple_mlp_none_0.json	event_return_3d	event_return_3d
324	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_short	full_max	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_short_full_max_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
325	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
326	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
327	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
328	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
329	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
330	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	title_body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_title_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
331	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	title_body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_title_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
332	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	title_body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_title_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
333	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	title_body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_title_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
334	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	title_body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
335	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_mean_logistic_none_0.json	event_return_3d	event_return_3d
336	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
337	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_mean_sgd_none_0.json	event_return_3d	event_return_3d
338	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
339	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
340	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	cls	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_cls_logistic_none_0.json	event_return_3d	event_return_3d
341	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	cls	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_cls_linear_svm_none_0.json	event_return_3d	event_return_3d
342	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	cls	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_cls_sgd_none_0.json	event_return_3d	event_return_3d
343	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	cls	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_cls_simple_mlp_none_0.json	event_return_3d	event_return_3d
344	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	cls	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_cls_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
345	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_max	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_max_logistic_none_0.json	event_return_3d	event_return_3d
346	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_max	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_max_linear_svm_none_0.json	event_return_3d	event_return_3d
347	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_max	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_max_sgd_none_0.json	event_return_3d	event_return_3d
348	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_max	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_max_simple_mlp_none_0.json	event_return_3d	event_return_3d
349	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	long	full_max	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_long_full_max_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
350	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
351	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
352	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
353	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
354	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
355	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	title_body_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_title_body_mean_logistic_none_0.json	event_return_3d	event_return_3d
356	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	title_body_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_title_body_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
357	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	title_body_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_title_body_mean_sgd_none_0.json	event_return_3d	event_return_3d
358	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	title_body_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_title_body_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
359	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	title_body_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_title_body_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
360	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	full_mean	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_full_mean_logistic_none_0.json	event_return_3d	event_return_3d
361	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	full_mean	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_full_mean_linear_svm_none_0.json	event_return_3d	event_return_3d
362	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	full_mean	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_full_mean_sgd_none_0.json	event_return_3d	event_return_3d
363	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	full_mean	simple_mlp	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_full_mean_simple_mlp_none_0.json	event_return_3d	event_return_3d
364	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	full_mean	hist_gradient_boosting	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_full_mean_hist_gradient_boosting_none_0.json	event_return_3d	event_return_3d
365	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	cls	logistic	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_cls_logistic_none_0.json	event_return_3d	event_return_3d
366	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	cls	linear_svm	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_cls_linear_svm_none_0.json	event_return_3d	event_return_3d
367	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/embeddings	ckip_bert	masked_long	cls	sgd	none	0	/data/alpha_team2/shares/llm_return/datasets/sina_cninfo_full_2010_2026/single_stock_cninfo_v1/classification_results_v1/event3_to_event3/classification/ckip_bert_masked_long_cls_sgd_none_0.json	event_return_3d	event_return_3d
