task_id	phase	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
99	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
100	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_xgboost_none_0.json	next_day_return	next_day_return
101	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_lightgbm_none_0.json	next_day_return	next_day_return
102	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_catboost_none_0.json	next_day_return	next_day_return
103	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	prompt_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_prompt_mean_knn_none_0.json	next_day_return	next_day_return
104	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_logistic_none_0.json	next_day_return	next_day_return
105	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_linear_svm_none_0.json	next_day_return	next_day_return
106	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_sgd_none_0.json	next_day_return	next_day_return
107	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_mlp_none_0.json	next_day_return	next_day_return
108	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_simple_mlp_none_0.json	next_day_return	next_day_return
109	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_lstm_none_0.json	next_day_return	next_day_return
110	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_random_forest_none_0.json	next_day_return	next_day_return
111	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_extra_trees_none_0.json	next_day_return	next_day_return
112	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
113	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_xgboost_none_0.json	next_day_return	next_day_return
114	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_lightgbm_none_0.json	next_day_return	next_day_return
115	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_catboost_none_0.json	next_day_return	next_day_return
116	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_mean_knn_none_0.json	next_day_return	next_day_return
117	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_logistic_none_0.json	next_day_return	next_day_return
118	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_linear_svm_none_0.json	next_day_return	next_day_return
119	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_sgd_none_0.json	next_day_return	next_day_return
120	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_mlp_none_0.json	next_day_return	next_day_return
121	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_simple_mlp_none_0.json	next_day_return	next_day_return
122	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_lstm_none_0.json	next_day_return	next_day_return
123	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_random_forest_none_0.json	next_day_return	next_day_return
124	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_extra_trees_none_0.json	next_day_return	next_day_return
125	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
126	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_xgboost_none_0.json	next_day_return	next_day_return
127	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_lightgbm_none_0.json	next_day_return	next_day_return
128	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_catboost_none_0.json	next_day_return	next_day_return
129	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	body_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_body_mean_knn_none_0.json	next_day_return	next_day_return
130	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_logistic_none_0.json	next_day_return	next_day_return
131	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_linear_svm_none_0.json	next_day_return	next_day_return
132	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_sgd_none_0.json	next_day_return	next_day_return
133	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_mlp_none_0.json	next_day_return	next_day_return
134	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_simple_mlp_none_0.json	next_day_return	next_day_return
135	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_lstm_none_0.json	next_day_return	next_day_return
136	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_random_forest_none_0.json	next_day_return	next_day_return
137	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_extra_trees_none_0.json	next_day_return	next_day_return
138	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
139	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_xgboost_none_0.json	next_day_return	next_day_return
140	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_lightgbm_none_0.json	next_day_return	next_day_return
141	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_catboost_none_0.json	next_day_return	next_day_return
142	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_mean_knn_none_0.json	next_day_return	next_day_return
143	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_logistic_none_0.json	next_day_return	next_day_return
144	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_linear_svm_none_0.json	next_day_return	next_day_return
145	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_sgd_none_0.json	next_day_return	next_day_return
146	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_mlp_none_0.json	next_day_return	next_day_return
147	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_simple_mlp_none_0.json	next_day_return	next_day_return
148	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_lstm_none_0.json	next_day_return	next_day_return
149	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_random_forest_none_0.json	next_day_return	next_day_return
150	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_extra_trees_none_0.json	next_day_return	next_day_return
151	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
152	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_xgboost_none_0.json	next_day_return	next_day_return
153	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_lightgbm_none_0.json	next_day_return	next_day_return
154	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_catboost_none_0.json	next_day_return	next_day_return
155	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	full_mean	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_full_mean_knn_none_0.json	next_day_return	next_day_return
156	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_logistic_none_0.json	next_day_return	next_day_return
157	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_linear_svm_none_0.json	next_day_return	next_day_return
158	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_sgd_none_0.json	next_day_return	next_day_return
159	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_mlp_none_0.json	next_day_return	next_day_return
160	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_simple_mlp_none_0.json	next_day_return	next_day_return
161	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_lstm_none_0.json	next_day_return	next_day_return
162	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_random_forest_none_0.json	next_day_return	next_day_return
163	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_extra_trees_none_0.json	next_day_return	next_day_return
164	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
165	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_xgboost_none_0.json	next_day_return	next_day_return
166	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_lightgbm_none_0.json	next_day_return	next_day_return
167	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_catboost_none_0.json	next_day_return	next_day_return
168	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_concat	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_concat_knn_none_0.json	next_day_return	next_day_return
169	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	logistic	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_logistic_none_0.json	next_day_return	next_day_return
170	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	linear_svm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_linear_svm_none_0.json	next_day_return	next_day_return
171	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	sgd	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_sgd_none_0.json	next_day_return	next_day_return
172	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_mlp_none_0.json	next_day_return	next_day_return
173	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	simple_mlp	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_simple_mlp_none_0.json	next_day_return	next_day_return
174	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	lstm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_lstm_none_0.json	next_day_return	next_day_return
175	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	random_forest	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_random_forest_none_0.json	next_day_return	next_day_return
176	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	extra_trees	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_extra_trees_none_0.json	next_day_return	next_day_return
177	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	hist_gradient_boosting	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_hist_gradient_boosting_none_0.json	next_day_return	next_day_return
178	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	xgboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_xgboost_none_0.json	next_day_return	next_day_return
179	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	lightgbm	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_lightgbm_none_0.json	next_day_return	next_day_return
180	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	catboost	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_catboost_none_0.json	next_day_return	next_day_return
181	all_pooling	/mnt/lustre3/home/gaozh/llm_return/data/processed/pooled_embeddings_2010_2026_clean_v1	bge_m3	masked_short	title_body_full_concat	knn	none	0	reports/classification/pooled_embeddings/all_pooling/bge_m3_masked_short_title_body_full_concat_knn_none_0.json	next_day_return	next_day_return
